,station_name,lat,long
505,Wolcott Ave & Fargo Av,42.0168083,-87.6777092
506,Rainbow Beach,-25.9035892,153.0897221
507,Cottage Grove Ave & 51st St,41.803038,-87.606615
508,DuSable Museu,41.79187355,-87.60695731881782
509,Cottage Grove Ave & 67th St,41.7736702,-87.605632
510,Jeffery Blvd & 71st St,41.7666028,-87.5764408
511,Ashland Ave & Pershing Rd,41.8234284,-87.665584
512,South Shore Dr & 74th St,41.7626247,-87.559078
513,Conservatory Dr & Lake St,41.8854878,-87.716881
514,Pulaski Rd & Lake St,41.885341,-87.7266489
515,Halsted St & 63rd St,41.7796696,-87.6445075
516,Eberhart Ave & 61st St,41.7841011,-87.6133219
517,Oakley Ave & Touhy Av,42.0123321,-87.6880061
518,California Ave & 26th St,41.8440398,-87.6953148
519,Keystone Ave & Fullerton Av,41.9245624,-87.7278836
520,Dorchester Ave & 63rd St,41.780359,-87.591414
521,Calumet Ave & 51st St,41.8021871,-87.6180347
522,Austin Blvd & Lake St,41.8879092,-87.77424
523,Kostner Ave & Adams St,41.8779124,-87.7355769
524,Indiana Ave & 40th St,41.8216571,-87.6213894
525,Fairfield Ave & Roosevelt Rd,41.866638,-87.6945671
526,Central Park Ave & Ogden Av,41.854262,-87.715181
527,Damen Ave & 51st St,41.800888,-87.6746621
528,Laramie Ave & Gladys Av,41.8758203,-87.7551871
529,Cicero Ave & Quincy St,41.8775998,-87.745389
530,Karlov Ave & Madison St,41.8808113,-87.7279455
531,State St & 54th St,41.7967352,-87.6259588
532,Marshfield Ave & 44th St,41.813998,-87.6665147
533,State St & Pershing Rd,41.8231723,-87.6265674
534,Archer (Damen) Ave & 37th St ,,
535,Union Ave & Root St,41.8191296,-87.643299
536,State St & 79th St,41.7507802,-87.6244328
537,Western Blvd & 48th Pl,41.8055656,-87.6836787
538,Wabash Ave & 87th St,41.7366781,-87.6227142
539,Cottage Grove Ave & 83rd St,41.7434653,-87.6048966
540,Pulaski Rd & Congress Pkwy,41.874274,-87.7259953
541,Kenton Ave & Madison St,41.8807121,-87.7409977
542,Damen Ave & Pershing Rd,41.823196,-87.6767266
543,Greenwood Ave & 79th St,41.7512865,-87.5974889
544,hroop St & 52nd St,,
545,Racine Ave & Garfield Blvd,41.7942825,-87.6550869
546,Ashland Ave & 66th St,41.7740717,-87.663739
547,Racine Ave & 61st St,41.7831824,-87.6543702
548,Damen Ave & 59th St,41.7862302,-87.6742601
549,Central Ave & Madison St,41.8801179,-87.763231
550,Evans Ave & 75th St,41.7584975,-87.6064911
551,Bennett Ave & 79th St,41.7518118,-87.5785075
552,Austin Blvd & Chicago Av,41.8949621,-87.774295
553,Phillips Ave & 79th St,41.751856,-87.5651158
554,Cottage Grove Ave & 71st St,41.7657619,-87.6050773
555,Millard Ave & 26th St,41.8446051,-87.7159329
556,Albany Ave & 26th St,41.8445399,-87.7022782
557,Cornell Dr & Hayes Dr,41.780605,-87.5848139
558,Jeffery Blvd & 76th St,41.7571606,-87.575951
559,Calumet Ave & 71st St,41.7654882,-87.61697
560,MLK Jr Dr & 83rd St,41.7431585,-87.6147978
561,Central Park Ave & 24th St,41.8480689,-87.7150047
562,Shields Ave & 43rd St,41.8162392,-87.6347984
563,Cicero Ave & Lake St,41.8868604,-87.7452897
564,Austin Blvd & Madison St,41.8802706,-87.77447
565,DIVVY Map Frame B/C Station,,
566,Yates Blvd & 75th St,41.7587856,-87.5664556
567,Stony Island Ave & 64th St,41.7786939,-87.5866355
568,Stony Island Ave & 75th St,41.7586917,-87.5868417
569,Central Ave & Chicago Av,41.8949522,-87.7649128
570,Stony Island Ave & 71st St,41.7664661,-87.5864621
571,Kostner Ave & Lake St,41.8859012,-87.735336
572,Halsted St & 69th St,41.7689727,-87.6446083
573,Ashland Ave & 63rd St,41.779395,-87.6647435
574,Stony Island Ave & 82nd St,41.7464489,-87.5859634
575,South Chicago Ave & 83rd St,41.7439413,-87.5752549
576,Ashland Ave & 69th St,41.7686974,-87.6640466
577,Stewart Ave & 63rd St ,41.7798387,-87.6349261
578,May St & 69th St,41.7689134,-87.652935
579,Exchange Ave & 79th St,41.7517212,-87.5527981
580,Morgan St & Pershing Rd,41.8235784,-87.6509081
581,Phillips Ave & 83rd St,41.7445702,-87.5650263
582,Elizabeth St & 59th St,41.7867914,-87.6558184
583,Halsted St & 51st St,41.8017784,-87.6452338
584,Carpenter St & 63rd St,41.7798994,-87.6509338
585,Kedzie Ave & Harrison St,41.8736379,-87.705468
586,Stony Island Ave & South Chicago Av,41.7511689,-87.5853449
587,South Chicago Ave & Elliot Av,,
588,Ashland Ave & Garfield Blvd,41.7934407,-87.6644048
589,Central Ave & Lake St,41.8876664,-87.7653392
590,Cicero Ave & Flournoy St,,
591,Ashland Ave & 50th St,41.8030598,-87.664682
592,Vernon Ave & 79th St,41.7509557,-87.6138012
593,Wabash Ave & 83rd St,41.7434125,-87.6229538
594,Cottage Grove Ave & 78th St,41.7531723,-87.6051446
595,Latrobe Ave & Chicago Av,41.8948716,-87.7568926
596,Halsted St & 56th St,41.7928205,-87.6450556
597,Central Ave & Harrison St,41.8729962,-87.7644863
598,Seeley Ave & Garfield Blvd,41.7939913,-87.6754541
599,Vincennes Ave & 75th St,41.7579557,-87.6313368
600,Laramie Ave & Kinzie St,41.887834,-87.7557097
601,Marshfield Ave & 59th St,41.7868196,-87.6660068
602,Halsted St & 59th St,41.7875172,-87.6448848
603,Rhodes Ave & 71st St,41.7660582,-87.6117475
604,DIVVY CASSETTE REPAIR MOBILE STATION,,
605,Commercial Ave & 83rd St,41.7446098,-87.5512045
606,Woodlawn Ave & 75th St,41.7591389,-87.5957695
607,Ellis Ave & 83rd St,41.744096,-87.5989673
608,Racine Ave & 65th St,41.775399,-87.6543116
609,Special Events,42.8765715,-78.8774183
610,LBS - BBB La Magi,,
611,Dearborn St & Van Buren St,41.8767276,-87.6292037
612,Halsted St & Clybourn Av,41.909554,-87.6481174
613,LaSalle Dr & Huron St,41.8948863,-87.6322918
614,Fairbanks St & Superior St,,
615,Franklin St & Chicago Ave ,41.896802,-87.6356384
616,Franklin St & Adams St ,41.879441,-87.6354505
617,Canal St & Monroe St,41.8807,-87.63947
618,Sangamon St & Washington Blvd,41.883004,-87.651148
619,hroop (Loomis) St & Taylor St,,
620,Financial Pl & Ida B Wells Dr,41.8749588,-87.633159
621,Clinton St & Jackson Blvd,41.8783906,-87.6409891
622,Orleans St & Elm St,41.902924,-87.637715
623,Ashland Ave & Lake St,41.88541,-87.66732
624,Archer (Damen) Ave & 37th St,,
625,Orleans St & Hubbard St,41.8900184,-87.6367797
626,Wolcott (Ravenswood) Ave & Montrose Av,41.9614026,-87.6761755
627,Elizabeth (May) St & Fulton St,,
628,Clinton St & Polk St,41.8715253,-87.640989
629,Halsted St & 35th St,41.830674,-87.6470768
630,Buckingham Fountain,41.875802,-87.61897180355183
631,Wentworth Ave & 24th St ,41.849237,-87.631715
632,Washtenaw Ave & Ogden Av,41.8619199,-87.6934384
633,MLK Jr Dr & 56th St,41.7934435,-87.6158204
634,Michigan Ave & 71st St,41.7652831,-87.6218063
635,HUBBARD ST BIKE CHECKING (LBS-WH-TES,,
636,Cherry Ave & Blackhawk St,,
637,Franklin St & Illinois St,41.89107,-87.6355122
638,Lincoln Park Conservatory,41.924412149999995,-87.63480189936055
639,California Ave & Francis Pl ,41.9181951,-87.6970531
640,S ~ DIVVY PARTS TESTING,,
